"LURN_SAK","INCIDENT_DATE","INCIDENT_REPORTED_DATE","CATEGORY","STAT","STAT_DESC","ADDRESS","STREET","CITY","ZIP","INCIDENT_ID","REPORTING_DISTRICT","SEQ","GANG_RELATED","UNIT_ID","UNIT_NAME","LONGITUDE","LATITUDE","PART_CATEGORY"
19979610,"07/28/2022 03:00:00 PM","07/28/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","3400 SOUTH ST, LAKEWOOD, CA 90712","3400 SOUTH ST","LAKEWOOD","90712","922-14805-1320","1320","14805","NO","CA0190013","LAKEWOOD",-118.152,33.858,1
19982980,"08/01/2022 06:50:00 PM","08/01/2022","WEAPON LAWS","151","WEAPON LAWS: Felony",,,,,"922-02355-5100","5100","02355","NO","CA0190058","MEN'S CENTRAL JAIL",,,2
19974063,"07/22/2022 12:00:00 AM","07/22/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","600 FOOTHILL BLVD, LA CANADA FLINTRIDGE, CA 91011","600 FOOTHILL BLVD","LA CANADA FLINTRIDGE","91011","922-01382-1262","1262","01382","NO","CA0190012","CRESCENTA VALLEY",-118.192,34.201,2
19984987,"08/03/2022 05:18:16 PM","08/03/2022","ARSON","271","ARSON: Other Residential (Apts, Hotels, Dorms, Etc)",,,,,"022-11775-2171","2171","11775","NO","CA01900V3","CENTURY",,,1
19984077,"08/02/2022 07:10:00 PM","08/02/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","17100 COLIMA RD, HACIENDA HEIGHTS, CA 91745","17100 COLIMA RD","HACIENDA HEIGHTS","91745","922-08528-1470","1470","08528","NO","CA0190014","INDUSTRY",-117.932,33.989,1
19993761,"08/12/2022 12:13:05 PM","08/12/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","700 GRADE CIR, COMPTON, CA","700 GRADE CIR","COMPTON",,"922-10604-2835","2835","10604","NO","CA0190042","COMPTON",-118.235,33.89,1
19983421,"08/02/2022 10:15:24 AM","08/02/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","22100 SELWYN AVE, CARSON, CA","22100 SELWYN AVE","CARSON",,"922-07733-1628","1628","07733","NO","CA0190016","CARSON",-118.26,33.826,1
19995024,"08/14/2022 12:45:00 AM","08/14/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","6000 KAUFFMAN AVE, TEMPLE CITY, CA 91780","6000 KAUFFMAN AVE","TEMPLE CITY","91780","022-09219-0521","0521","09219","NO","CA0190005","TEMPLE",-118.058,34.109,2
19993756,"08/12/2022 09:17:00 AM","08/12/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","43800 LIVELY AVE, LANCASTER, CA","43800 LIVELY AVE","LANCASTER",,"922-13954-1127","1127","13954","NO","CA0190024","LANCASTER",-118.174,34.678,2
19993349,"08/11/2022 10:45:35 PM","08/11/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","ALAMEDA ST AND ALONDRA BLVD, COMPTON, CA","ALAMEDA ST AND ALONDRA BLVD","COMPTON",,"922-10579-2840","2840","10579","NO","CA0190042","COMPTON",-118.219,33.888,1
19983635,"08/02/2022 01:20:17 PM","08/02/2022","WEAPON LAWS","151","WEAPON LAWS: Felony","3500 HOPE ST, HUNTINGTON PARK, CA","3500 HOPE ST","HUNTINGTON PARK",,"922-00962-3603","3603","00962","NO","CA0190036","NARCOTICS BUREAU",-118.203,33.967,2
19996131,"08/15/2022 01:10:00 PM","08/15/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","12500 RUSH ST, SOUTH EL MONTE, CA 91733","12500 RUSH ST","SOUTH EL MONTE","91733","022-09275-0577","0577","09275","NO","CA0190005","TEMPLE",-118.025,34.042,2
19972638,"07/21/2022 06:05:00 AM","07/21/2022","GRAND THEFT AUTO","093","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van","6100 HAZELBROOK AVE, LAKEWOOD, CA 90712","6100 HAZELBROOK AVE","LAKEWOOD","90712","922-14209-1322","1322","14209","NO","CA0190013","LAKEWOOD",-118.138,33.866,1
19972528,"07/21/2022 12:38:23 AM","07/21/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","BULLIS RD AND PINE ST, COMPTON, CA","BULLIS RD AND PINE ST","COMPTON",,"922-09452-2825","2825","09452","NO","CA0190042","COMPTON",-118.206,33.909,2
19984001,"08/02/2022 05:30:00 PM","08/02/2022","LARCENY THEFT","389","THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)","1000 LAUREL AVE, WEST HOLLYWOOD, CA","1000 LAUREL AVE","WEST HOLLYWOOD",,"922-04856-0975","0975","04856","NO","CA0190009","WEST HOLLYWOOD",-118.364,34.089,1
19975026,"07/24/2022 12:35:00 AM","07/24/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","8500 ROSEMEAD BLVD, PICO RIVERA, CA 90660","8500 ROSEMEAD BLVD","PICO RIVERA","90660","022-04438-1518","1518","04438","NO","CA0190015","PICO RIVERA",-118.109,33.961,1
19983911,"08/02/2022 05:39:00 PM","08/02/2022","LARCENY THEFT","089","GRAND THEFT: Other (From Boat, Plane, Prvt Res, Yard, Etc)","1800 WALNUT GROVE AVE, ROSEMEAD, CA 91770","1800 WALNUT GROVE AVE","ROSEMEAD","91770","922-08756-0535","0535","08756","NO","CA0190005","TEMPLE",-118.081,34.05,1
19978441,"07/27/2022 04:05:00 PM","07/27/2022","WEAPON LAWS","152","WEAPON LAWS: Misdemeanor","LERMA RD AND POTRERO AVE, SOUTH EL MONTE, CA 91733","LERMA RD AND POTRERO AVE","SOUTH EL MONTE","91733","922-08511-0561","0561","08511","NO","CA0190005","TEMPLE",,,2
19983669,"08/02/2022 12:46:00 PM","08/02/2022","ROBBERY","042","ROBBERY, STRONG-ARM: Store, Business, Hotel, Motel, Etc.","11100 183RD ST, CERRITOS, CA 90703","11100 183RD ST","CERRITOS","90703","922-03113-2320","2320","03113","NO","CA01900R7","CERRITOS",-118.098,33.866,1
19976428,"07/24/2022 06:00:00 PM","07/25/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","37100 47TH ST E, PALMDALE, CA","37100 47TH ST E","PALMDALE",,"922-09661-2607","2607","09661","NO","CA01900W9","PALMDALE",-118.043,34.556,1
19977638,"07/26/2022 09:47:48 PM","07/26/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","4700 W 160TH ST, LAWNDALE, CA 90260","4700 W 160TH ST","LAWNDALE","90260","022-06271-0333","0333","06271","NO","CA0190003","SOUTH LOS ANGELES",-118.359,33.885,2
19983336,"02/02/2022 02:00:00 AM","08/02/2022","OFFENSES AGAINST FAMILY","174","OFFENSES AGAINST FAMILY: Elder Abuse","28900 SILVER SADDLE CIR, CANYON COUNTRY, CA 91387","28900 SILVER SADDLE CIR","CANYON COUNTRY","91387","022-10680-0631","0631","10680","NO","CA0190006","SANTA CLARITA VALLEY",-118.421,34.432,2
19972890,"07/21/2022 11:52:00 AM","07/21/2022","AGGRAVATED ASSAULT","054","ASSAULT, AGGRAVATED: ADW - HANDS, FEET, FIST, ETC.",,,,,"022-02238-5100","5100","02238","NO","CA0190058","MEN'S CENTRAL JAIL",,,1
19993425,"08/11/2022 10:50:00 PM","08/12/2022","ROBBERY","037","ROBBERY, WEAPON: Other","500 S DEEPMEAD AVE, EAST VALINDA, CA","500 S DEEPMEAD AVE","EAST VALINDA",,"922-08888-1445","1445","08888","NO","CA0190014","INDUSTRY",-117.9,34.009,1
19994354,"08/12/2022 09:45:00 PM","08/13/2022","VANDALISM","261","VANDALISM MISD","JAKES WAY AND SANDY DR, CANYON COUNTRY, CA","JAKES WAY AND SANDY DR","CANYON COUNTRY",,"922-11333-0633","0633","11333","NO","CA0190006","SANTA CLARITA VALLEY",-118.449,34.411,2
19977033,"07/11/2022 11:30:00 PM","07/26/2022","BURGLARY","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","1300 AVENIDA CESAR CHAVEZ, MONTEREY PARK, CA 91754","1300 AVENIDA CESAR CHAVEZ","MONTEREY PARK","91754","922-00705-8724","8724","00705","NO","CA01900R5","COMMUNITY COLLEGE BUREAU",-118.15,34.04,1
19975854,"07/25/2022 04:55:00 AM","07/25/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.",,,,,"922-02267-5100","5100","02267","NO","CA0190058","MEN'S CENTRAL JAIL",,,2
19992374,"08/10/2022 10:00:00 PM","08/10/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","11500 MAPLEDALE ST, NORWALK, CA 90650","11500 MAPLEDALE ST","NORWALK","90650","922-09427-0454","0454","09427","NO","CA0190004","NORWALK",-118.087,33.898,2
19974136,"07/22/2022 06:35:00 PM","07/22/2022","ROBBERY","038","ROBBERY, WEAPON: Carjacking","2100 FIRESTONE BLVD, LOS ANGELES, CA 90001","2100 FIRESTONE BLVD","LOS ANGELES","90001","922-11071-2175","2175","11071","NO","CA01900V3","CENTURY",-118.233,33.96,1
19997450,"08/12/2022 11:30:00 PM","08/16/2022","ROBBERY","047","ROBBERY, STRONG-ARM: Other","DURFEE AVE AND ROSEMEAD BLVD, SOUTH EL MONTE, CA 91733","DURFEE AVE AND ROSEMEAD BLVD","SOUTH EL MONTE","91733","022-09339-0575","0575","09339","NO","CA0190005","TEMPLE",-118.067,34.028,1
19996782,"08/16/2022 08:40:33 AM","08/16/2022","BURGLARY","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","1200 S SANTA FE AVE, COMPTON, CA","1200 S SANTA FE AVE","COMPTON",,"922-10767-2844","2844","10767","NO","CA0190042","COMPTON",-118.215,33.885,1
19974149,"07/22/2022 12:20:00 PM","07/22/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","11800 WILMINGTON AVE, LOS ANGELES, CA 90059","11800 WILMINGTON AVE","LOS ANGELES","90059","922-11072-2136","2136","11072","NO","CA01900V3","CENTURY",-118.237,33.926,1
19990336,"08/08/2022 08:00:00 PM","08/08/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","2800 E 220TH PL, LONG BEACH, CA 90810","2800 E 220TH PL","LONG BEACH","90810","922-07969-1622","1622","07969","NO","CA0190016","CARSON",-118.219,33.827,2
19997255,"08/15/2022 09:00:00 AM","08/16/2022","LARCENY THEFT","085","GRAND THEFT: Auto Parts And Accessories","11700 S VAN BUREN AVE, LOS ANGELES, CA 90044","11700 S VAN BUREN AVE","LOS ANGELES","90044","922-06892-0378","0378","06892","NO","CA0190003","SOUTH LOS ANGELES",-118.296,33.927,1
19985477,"08/04/2022 05:00:00 AM","08/04/2022","AGGRAVATED ASSAULT","050","ASSAULT, AGGRAVATED: DOMESTIC VIOLENCE","4300 ROSECRANS AVE, HAWTHORNE, CA 90250","4300 ROSECRANS AVE","HAWTHORNE","90250","022-06522-0331","0331","06522","NO","CA0190003","SOUTH LOS ANGELES",-118.351,33.902,1
19985181,"08/03/2022 08:00:00 PM","08/03/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","1700 FIELDGATE AVE, HACIENDA HEIGHTS, CA","1700 FIELDGATE AVE","HACIENDA HEIGHTS",,"022-08580-1473","1473","08580","NO","CA0190014","INDUSTRY",-117.95,33.996,2
19989935,"08/08/2022 01:27:00 PM","08/08/2022","ROBBERY","037","ROBBERY, WEAPON: Other","5000 CORNELL RD, AGOURA HILLS, CA 91301","5000 CORNELL RD","AGOURA HILLS","91301","922-04448-2224","2224","04448","NO","CA0190022","MALIBU/LOST HILLS",-118.755,34.143,1
19976762,"07/26/2022 05:58:33 AM","07/26/2022","WARRANTS","285","WARRANTS: Felony, Out Of County",", HERMOSA BEACH, CA",,"HERMOSA BEACH",,"922-01592-5120","5120","01592","NO","CA0190026","INMATE RECEPTION CENTR",,,2
19988852,"08/01/2022 11:45:00 AM","08/07/2022","LARCENY THEFT","340","VEHICLE BURGLARY: Auto/Passenger Van Burglary","3800 CROSS CREEK RD, MALIBU, CA 90265","3800 CROSS CREEK RD","MALIBU","90265","922-04415-1087","1087","04415","NO","CA0190022","MALIBU/LOST HILLS",-118.686,34.035,1
19988703,"08/07/2022 04:30:00 AM","08/07/2022","GRAND THEFT AUTO","094","GRAND THEFT VEHICLE (GTA): Truck, Motor Home, Cargo Van, Attempt","22400 PACIFIC COAST HWY, MALIBU, CA 90265","22400 PACIFIC COAST HWY","MALIBU","90265","922-04399-1016","1016","04399","NO","CA0190022","MALIBU/LOST HILLS",-118.663,34.039,1
19975991,"07/25/2022 10:22:52 AM","07/25/2022","WARRANTS","285","WARRANTS: Felony, Out Of County",", SANTA CLARITA, CA",,"SANTA CLARITA",,"922-01578-5120","5120","01578","NO","CA0190026","INMATE RECEPTION CENTR",,,2
19989235,"08/07/2022 10:49:58 PM","08/07/2022","NARCOTICS","185","Misdemeanor Possessn of a Controlled Substance (excluding Marijuana)","DONNABETH AVE AND NEWBURGH ST, AZUSA, CA","DONNABETH AVE AND NEWBURGH ST","AZUSA",,"922-03827-0864","0864","03827","NO","CA0190008","SAN DIMAS",-117.905,34.11,2
19990549,"08/08/2022 06:50:00 AM","08/09/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","11200 MINA AVE, WHITTIER, CA 90605","11200 MINA AVE","WHITTIER","90605","022-09338-0494","0494","09338","NO","CA0190004","NORWALK",-118.045,33.929,2
19990042,"08/08/2022 02:10:00 PM","08/08/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","900 DOWNEY RD, LOS ANGELES, CA","900 DOWNEY RD","LOS ANGELES",,"022-11757-0279","0279","11757","NO","CA0190002","EAST LOS ANGELES",-118.18,34.023,2
19986200,"08/04/2022 08:40:00 PM","08/04/2022","LARCENY THEFT","383","THEFT, PETTY: Shoplifting (From Dept Store, Mkt, Etc)","13700 AMAR RD, LA PUENTE, CA 91744","13700 AMAR RD","LA PUENTE","91744","922-08625-1430","1430","08625","NO","CA0190014","INDUSTRY",-117.977,34.053,1
19982543,"07/30/2022 10:00:00 AM","08/01/2022","VANDALISM","261","VANDALISM MISD","1300 PARKER CANYON RD, WALNUT, CA 91789","1300 PARKER CANYON RD","WALNUT","91789","922-05483-2910","2910","05483","NO","CA0190020","WALNUT",-117.861,34.042,2
19973296,"07/21/2022 08:11:00 PM","07/21/2022","VEHICLE / BOATING LAWS","255","VEHICLE AND BOATING LAWS: Misdemeanor","300 S ATLANTIC BLVD, LOS ANGELES, CA","300 S ATLANTIC BLVD","LOS ANGELES",,"922-10760-0285","0285","10760","NO","CA0190002","EAST LOS ANGELES",-118.154,34.03,2
19979038,"07/28/2022 04:00:00 AM","07/28/2022","GRAND THEFT AUTO","092","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van, Attempt","4300 W AVENUE L-6, LANCASTER, CA 93536","4300 W AVENUE L-6","LANCASTER","93536","922-12977-1182","1182","12977","NO","CA0190024","LANCASTER",-118.208,34.654,1
19977179,"07/26/2022 01:00:00 PM","07/26/2022","BURGLARY","064","BURGLARY, RESIDENCE: Day, Entry By Force","14200 TELEGRAPH RD, WHITTIER, CA 90604","14200 TELEGRAPH RD","WHITTIER","90604","022-08707-0495","0495","08707","NO","CA0190004","NORWALK",-118.027,33.926,1
19984111,"08/02/2022 10:20:00 PM","08/02/2022","LARCENY THEFT","386","THEFT, PETTY: Bicycles","3600 ROSEMEAD BLVD, ROSEMEAD, CA 91770","3600 ROSEMEAD BLVD","ROSEMEAD","91770","922-08771-0536","0536","08771","NO","CA0190005","TEMPLE",-118.072,34.074,1
19983754,"08/02/2022 12:34:00 PM","08/02/2022","VEHICLE / BOATING LAWS","250","VEHICLE AND BOATING LAWS: Hit And Run, Misdemeanor","TIERRA SUBIDA AVE AND ELIZABETH LAKE RD, PALMDALE, CA","TIERRA SUBIDA AVE AND ELIZABETH LAKE RD","PALMDALE",,"922-10078-2611","2611","10078","NO","CA01900W9","PALMDALE",-118.147,34.587,2
19989079,"08/07/2022 05:30:00 PM","08/07/2022","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","PIMA AVE AND ALONDRA BLVD, NORWALK, CA","PIMA AVE AND ALONDRA BLVD","NORWALK",,"922-09267-0455","0455","09267","NO","CA0190004","NORWALK",-118.105,33.887,2
19996510,"08/15/2022 07:10:00 PM","08/15/2022","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","29100 EVENINGSIDE DR, VAL VERDE, CA","29100 EVENINGSIDE DR","VAL VERDE",,"922-11467-0662","0662","11467","NO","CA0190006","SANTA CLARITA VALLEY",-118.666,34.449,1
19999117,"08/17/2022 12:45:00 PM","08/18/2022","VANDALISM","263","VANDALISM FELONY","5900 MALT AVE, COMMERCE, CA 90040","5900 MALT AVE","COMMERCE","90040","922-12319-0246","0246","12319","NO","CA0190002","EAST LOS ANGELES",-118.145,33.981,2
19993367,"08/11/2022 10:59:00 PM","08/11/2022","MISDEMEANORS MISCELLANEOUS","399","MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","FULLER AVE AND ROMAINE ST, WEST HOLLYWOOD, CA 90069","FULLER AVE AND ROMAINE ST","WEST HOLLYWOOD","90069","922-05077-0973","0973","05077","NO","CA0190009","WEST HOLLYWOOD",-118.349,34.088,2
19995052,"08/14/2022 12:19:00 AM","08/14/2022","LIQUOR LAWS","198","LIQUOR LAWS: All Other Liquor Law Violations","29300 THE OLD ROAD, CASTAIC, CA 91384","29300 THE OLD ROAD","CASTAIC","91384","922-00335-5630","5630","00335","NO","CA0190030","PDC - NORTH",-118.613,34.45,2
19985554,"07/21/2022 12:00:00 AM","08/04/2022","LARCENY THEFT","087","GRAND THEFT: From Bldg(Churches, Schools, Restaurants, Offices, Etc)","23900 DEL MONTE DR, VALENCIA, CA","23900 DEL MONTE DR","VALENCIA",,"922-10809-0622","0622","10809","NO","CA0190006","SANTA CLARITA VALLEY",-118.554,34.411,1
19998052,"08/16/2022 09:58:00 PM","08/17/2022","VANDALISM","261","VANDALISM MISD","2700 SUPPLY AVE, COMMERCE, CA 90040","2700 SUPPLY AVE","COMMERCE","90040","922-12254-0245","0245","12254","NO","CA0190002","EAST LOS ANGELES",-118.126,33.99,2
19978464,"07/27/2022 11:00:00 AM","07/27/2022","BURGLARY","065","BURGLARY, RESIDENCE: Day, Entry No Force","11200 FERINA ST, NORWALK, CA 90650","11200 FERINA ST","NORWALK","90650","922-08775-0455","0455","08775","NO","CA0190004","NORWALK",-118.095,33.892,1
19980786,"07/29/2022 10:00:00 PM","07/29/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","15900 CAMBAY ST, LA PUENTE, CA 91744","15900 CAMBAY ST","LA PUENTE","91744","922-08347-1432","1432","08347","NO","CA0190014","INDUSTRY",-117.944,34.028,2
19984902,"08/01/2022 01:22:00 PM","08/03/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","26900 SIERRA HWY, SANTA CLARITA, CA 91321","26900 SIERRA HWY","SANTA CLARITA","91321","922-10770-0617","0617","10770","NO","CA0190006","SANTA CLARITA VALLEY",-118.464,34.403,2
19977168,"07/26/2022 02:20:00 AM","07/26/2022","LARCENY THEFT","342","VEHICLE BURGLARY: Truck/Cargo Van Burglary","19500 WALNUT DR, ROWLAND HEIGHTS, CA","19500 WALNUT DR","ROWLAND HEIGHTS",,"922-05328-2935","2935","05328","NO","CA0190020","WALNUT",-117.873,33.993,1
19977906,"07/27/2022 08:07:00 AM","07/27/2022","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","44400 3RD ST E, LANCASTER, CA","44400 3RD ST E","LANCASTER",,"022-12907-1132","1132","12907","NO","CA0190024","LANCASTER",-118.126,34.691,1
19980288,"07/28/2022 10:00:00 PM","07/29/2022","BURGLARY","072","BURGLARY, OTHER STRUCTURE: Night, Entry No Force","11400 WHITTIER BLVD, WHITTIER, CA 90606","11400 WHITTIER BLVD","WHITTIER","90606","922-04576-1575","1575","04576","NO","CA0190015","PICO RIVERA",-118.056,33.984,1
19978505,"07/27/2022 04:12:00 PM","07/27/2022","NON-AGGRAVATED ASSAULTS","144","ASSAULT, NON-AGG: Hands, Feet, Fist, Etc.","14000 PIONEER BLVD, NORWALK, CA 90650","14000 PIONEER BLVD","NORWALK","90650","922-08783-0454","0454","08783","NO","CA0190004","NORWALK",-118.082,33.903,2
19985160,"08/03/2022 08:00:00 PM","08/03/2022","MISDEMEANORS MISCELLANEOUS","399","MISDEMEANORS, MISCELLANEOUS: All Other Misdemeanors","TROJAN ST AND PARAMOUNT BLVD, PICO RIVERA, CA 90660","TROJAN ST AND PARAMOUNT BLVD","PICO RIVERA","90660","922-04711-1516","1516","04711","NO","CA0190015","PICO RIVERA",-118.111,33.975,2
19976454,"07/22/2022 10:30:00 PM","07/25/2022","VANDALISM","263","VANDALISM FELONY","21300 S SANTA FE, CARSON, CA","21300 S SANTA FE","CARSON",,"922-07471-1622","1622","07471","NO","CA0190016","CARSON",-118.215,33.834,2
19978856,"07/28/2022 12:29:00 AM","07/28/2022","AGGRAVATED ASSAULT","053","ASSAULT, AGGRAVATED: ADW - OTHER DANGEROUS WEAPON","11600 EVEREST ST, NORWALK, CA 90650","11600 EVEREST ST","NORWALK","90650","022-08804-0451","0451","08804","NO","CA0190004","NORWALK",-118.085,33.919,1
19974691,"07/23/2022 01:45:00 AM","07/23/2022","GRAND THEFT AUTO","092","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van, Attempt","7500 BROADWAY AVE, WHITTIER, CA 90606","7500 BROADWAY AVE","WHITTIER","90606","922-04426-1576","1576","04426","NO","CA0190015","PICO RIVERA",-118.066,33.976,1
19975913,"07/25/2022 02:30:00 AM","07/25/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","6500 MANZANAR AVE, PICO RIVERA, CA","6500 MANZANAR AVE","PICO RIVERA",,"922-04465-1516","1516","04465","NO","CA0190015","PICO RIVERA",-118.096,33.985,1
19978335,"07/26/2022 04:00:00 AM","07/27/2022","BURGLARY","077","BURGLARY, OTHER STRUCTURE: Unknown, Entry By Force","43600 10TH ST W, LANCASTER, CA","43600 10TH ST W","LANCASTER",,"922-12935-1123","1123","12935","NO","CA0190024","LANCASTER",-118.147,34.676,1
19983843,"08/02/2022 12:02:30 PM","08/02/2022","LARCENY THEFT","086","GRAND THEFT: Bicycles","1200 HAYWORTH AVE, WEST HOLLYWOOD, CA 90046","1200 HAYWORTH AVE","WEST HOLLYWOOD","90046","922-04852-0975","0975","04852","NO","CA0190009","WEST HOLLYWOOD",-118.362,34.093,1
19979767,"07/28/2022 07:27:35 PM","07/28/2022","GRAND THEFT AUTO","091","GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van","800 S CHESTER AVE, COMPTON, CA","800 S CHESTER AVE","COMPTON",,"922-09845-2843","2843","09845","NO","CA0190042","COMPTON",-118.214,33.888,1
19980856,"07/30/2022 01:30:00 AM","07/30/2022","LARCENY THEFT","081","GRAND THEFT: Pick Pocket","SANTA MONICA BLVD AND SAN VICENTE BLVD, WEST HOLLYWOOD, CA","SANTA MONICA BLVD AND SAN VICENTE BLVD","WEST HOLLYWOOD",,"922-04782-0977","0977","04782","NO","CA0190009","WEST HOLLYWOOD",-118.384,34.085,1
19990050,"08/08/2022 03:24:00 PM","08/08/2022","DRUNK DRIVING VEHICLE / BOAT","242","DRUNK DRIVING - VEHICLE/BOAT: Alc/Drugs","26100 NARBONNE AVE, LOMITA, CA 90717","26100 NARBONNE AVE","LOMITA","90717","922-02625-1713","1713","02625","NO","CA0190017","LOMITA",-118.321,33.785,2
19988387,"08/07/2022 01:26:00 AM","08/07/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","11600 207TH ST, LAKEWOOD, CA 90715","11600 207TH ST","LAKEWOOD","90715","022-15562-1327","1327","15562","NO","CA0190013","LAKEWOOD",-118.085,33.842,2
19982221,"08/01/2022 01:00:00 AM","08/01/2022","NON-AGGRAVATED ASSAULTS","146","ASSAULT, NON-AGGRAVATED: DOMESTIC VIOLENCE","26100 OAK ST, LOMITA, CA","26100 OAK ST","LOMITA",,"022-02530-1713","1713","02530","NO","CA0190017","LOMITA",-118.318,33.785,2
19978927,"07/28/2022 04:30:00 AM","07/28/2022","ARSON","277","ARSON: Motor Vehicles (Autos, Trucks, Buses, M/C Etc)","3900 1ST ST, EAST LOS ANGELES, CA","3900 1ST ST","EAST LOS ANGELES",,"022-11110-0280","0280","11110","NO","CA0190002","EAST LOS ANGELES",-118.181,34.036,1
19975300,"07/24/2022 10:50:00 AM","07/24/2022","BURGLARY","074","BURGLARY, OTHER STRUCTURE: Day, Entry By Force","3700 SAN GABRIEL RIVER PKWY, PICO RIVERA, CA","3700 SAN GABRIEL RIVER PKWY","PICO RIVERA",,"922-04448-1511","1511","04448","NO","CA0190015","PICO RIVERA",-118.06,34.013,1
19989727,"08/08/2022 10:59:33 AM","08/08/2022","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","22100 BARBACOA, SAUGUS, CA","22100 BARBACOA","SAUGUS",,"922-11018-0642","0642","11018","NO","CA0190006","SANTA CLARITA VALLEY",-118.528,34.435,1
19988614,"08/06/2022 11:59:30 PM","08/07/2022","VANDALISM","261","VANDALISM MISD","44200 4TH ST E, LANCASTER, CA","44200 4TH ST E","LANCASTER",,"922-13616-1132","1132","13616","NO","CA0190024","LANCASTER",-118.123,34.686,2
19976162,"07/25/2022 09:33:00 AM","07/25/2022","LARCENY THEFT","384","THEFT, PETTY: From Auto (Except Parts/Accessories)","5700 LAKEWOOD BLVD, LAKEWOOD, CA 90712","5700 LAKEWOOD BLVD","LAKEWOOD","90712","922-14536-1321","1321","14536","NO","CA0190013","LAKEWOOD",-118.142,33.859,1
19979503,"07/27/2022 12:01:00 AM","07/28/2022","FRAUD AND NSF CHECKS","112","FRAUD: Fraud By False Pretenses","600 EASTMONT AVE, LOS ANGELES, CA 90022","600 EASTMONT AVE","LOS ANGELES","90022","922-11128-0286","0286","11128","NO","CA0190002","EAST LOS ANGELES",-118.15,34.022,2
19979837,"07/28/2022 08:00:00 PM","07/28/2022","SEX OFFENSES MISDEMEANORS","134","SEX MISDEMEANORS: Annoy/Molest Children","13500 LOUMONT ST, BASSETT, CA 91746","13500 LOUMONT ST","BASSETT","91746","022-08307-1461","1461","08307","NO","CA0190014","INDUSTRY",-118.004,34.033,2
19986624,"08/01/2022 07:30:00 PM","08/05/2022","NON-AGGRAVATED ASSAULTS","149","ASSAULT, NON-AGG: Child Assault","700 W MOUNTAIN VIEW ST, ALTADENA, CA 91001","700 W MOUNTAIN VIEW ST","ALTADENA","91001","022-01912-0772","0772","01912","NO","CA0190007","ALTADENA",-118.165,34.191,2
